index,solution,solute,'det_sv_NdUnfilled','det_sv_NfUnfilled','det_sv_NUnfilled','AVE_sv_NsUnfilled','AVE_sv_NfUnfilled','AVE_sv_NUnfilled','AVE_sv_GSmagmom','AVE_sv_frac_pValence','AVE_sv_frac_dValence','AVE_sv_EA（wiki)','AVE_Electrochemical weight equivalent_sv','reci_det_sv_MeltingT','reci_det_sv_EA（wiki)','reci_det_sv_Volume','reci_det_Electrochemical weight equivalent_sv','reci_det_Electronegativity absolute_sv','reci_det_Radii pseudo-potential (Zunger)_sv','reci_det_sv_nw','reci_det_Energy cohesive (Brewer)_sv','reci_det_Enthalpy of vacancies (Miedema)_sv','reci_det_Nuclear charge effective (Slater)_sv','reci_ave_sv_EA（wiki)','reci_ave_sv_R_ionic(wiki)','reci_ave_sv_Ve','reci_ave_Electrochemical weight equivalent_sv','reci_ave_Charge nuclear effective (Clementi)_sv','reci_ave_Distance from valence electron (Schubert)_sv','reci_ave_Electronegativity (Martynov&Batsanov)_sv','reci_ave_Electronegativity absolute_sv','reci_ave_Radii pseudo-potential (Zunger)_sv','reci_ave_Enthalpy of vacancies (Miedema)_sv','reci_ave_Nuclear charge effective (Slater)_sv','exp_det_sv_CovalentRadius','exp_det_sv_Electronegativity（Pauling scale）','exp_det_sv_NsValence','exp_det_sv_NdValence','exp_det_sv_NsUnfilled','exp_det_sv_NpUnfilled','exp_det_sv_NdUnfilled','exp_det_sv_NUnfilled','exp_det_sv_GSmagmom','exp_det_sv_frac_sValence','exp_det_sv_frac_pValence','exp_det_sv_frac_dValence','exp_det_sv_frac_fValence','exp_det_sv_EA（wiki)','exp_det_sv_Ionic energy/ev','exp_det_sv_R_ionic(wiki)','exp_det_Phi_sv','exp_det_Electrochemical weight equivalent_sv','exp_det_Atomic electron scattering factor at 0.5_sv','exp_det_Charge nuclear effective (Clementi)_sv','exp_det_Compression modulus_sv','exp_det_Distance from core electron (Schubert)_sv','exp_det_Distance from valence electron (Schubert)_sv','exp_det_Electronegativity (Alfred-Rochow)_sv','exp_det_Electronegativity (Martynov&Batsanov)_sv','exp_det_Electronegativity absolute_sv','exp_det_Radii pseudo-potential (Zunger)_sv','exp_det_sv_nw','exp_det_Energy cohesive (Brewer)_sv','exp_det_Nuclear charge effective (Slater)_sv','cmax','MA',ev_ratio,sf,N_sv,N_so,sv_Volume,so_Volume
333,Sb,Sn,0,0,1,0,0,3.5,0,0.17145,0.6905,1.0797355,0.27993,0.00087342,-0.055520202,0.003053782,-0.710823382,0.026372573,-0.034657344,-0.267335004,-0.045165026,-0.005,0.018260992,0.926984071,1.157965194,0.501509339,3.607338458,0.105,0.449949444,0.499602307,0.219371853,0.549243566,0.0225,0.167860655,1,0.914,1,1,1,2.718281828,1,2.718281828,1,1.01,0.944499615,1.048751071,1,1.066805853,0.282,0.93239382,0.778800783,1.056709675,0.970445534,0.410655753,2.068864694,1.094174284,1.161834243,0.904837418,0.771051586,0.57694981,1.121873438,1.9,1.476980794,0.522045777,4,-0.13722,0.9273,-15.1,51,50,30.2,27.65
63,Ca,Ba,0,0,0,0,0,0,0,0,0,0.084585,0.46,0.000103139,-33.81852462,-0.007022087,-3.410265347,-0.037878788,-0.039388595,-0.098765432,-0.017162471,0.000744417,0,23.82393525,0.774166961,0.038976073,3.110199344,0.18,0.334438917,0.89031339,0.435606061,0.313639036,0.015756824,0.350877193,1.476980794,0.896,1,1,1,1,1,1,1,1,1,1,1,1.127575779,0.406,1.42,0.795,1.655395578,3.974901627,24.04675355,0.95218113,1.21,1.915540829,0.93239382,0.913931185,1.221402758,1.494811333,1.06,1.061836547,1,30,0.10084,1.04091,49.84,20,56,43.48,62.59
291,Pt,MM,2,0,1,0.5,0,2.5,0,0,0.33965,1.84473,0.50302,-0.000125,0.168672959,0.004496192,0.021816328,0.006613757,0.010147133,-0.014172828,-0.027140658,-0.000986842,0.009496676,0.55490257,1.141670991,1.607996843,1.99,0.0938,0.557546794,0.529159784,0.181878307,0.375443937,0.005756579,0.251661918,1.051271096,0.923,2.718281828,0.135335283,0.367879441,1,7.389056099,2.718281828,1,1.046341715,1,0.932,1.025725329,0.570786526,1.01,0.886920437,0.904837418,0.994495207,0.960789439,0.835270211,2.153296664,0.625002268,0.135335283,1.11627807,0.960789439,0.819,0.930530896,1.63,3.004166024,0.860707976,45,-0.00421,0.9957,-6.76,78,77,15.1,14.14
278,Pd,Ta,7,0,7,0,0,3.5,0,0,0.57895,0.44257,0.326,-0.00024308,1.317058948,-0.012410074,-0.950162963,0.018589901,-0.049740326,0.016354608,-0.133612619,-0.002962963,0.056116723,2.437445758,1.266326856,0.86716128,3.142601754,0.116,0.450367647,0.498116574,0.234014052,0.383293102,0.005925926,0.275,1.363425114,0.496585304,7.389056099,0.000911882,1,1,1096.633158,1096.633158,1,1.111043874,1,0.430804883,2.089239241,0.787304652,0.455071832,1.138828383,0.246596964,1.103470265,2.459603111,5.419480705,1.211670517,0.748,0.22313016,0.980198673,0.869358235,0.712,1.404947591,0.719,67.35653981,0.472366553,14,-0.161,0.8702,6.47,46,73,14.72,18.01
128,Cu,Zn,0,0,-1,0.5,0,0.5,0,0,0.8712,0.31789,0.33407,0.000707166,-2.475872189,-0.019057207,-0.084064665,0.001504815,0.041718815,0.1203172,0.454207789,0.01,-0.008210181,-0.428730572,1.117632368,0.859406238,2.993974711,0.169,0.422322775,0.810185185,0.223966693,0.511055486,0.015,0.233990148,0.904837418,0.778800783,2.718281828,1,0.367879441,1,1,0.367879441,1,1.078746803,1,0.927001588,1,0.159489052,5.3,0.970445534,0.70468809,1.00942413,1.040810774,1.138828383,0.462087968,1.138828383,0.711770323,0.913931185,1.433329415,0.97,0.852143789,0.415,0.117654843,1.161834243,15,-0.328,0.90745,17.1,29,30,11.81,15.24
233,Ni,Nb,4,0,5,0.5,0,4.5,0.2977,0,0.8,1.03728,0.248,-0.000215067,0.225852333,-0.035790326,1.904686424,0.022727273,-0.096396756,0.040190205,-0.093124829,-0.002286902,0.056116723,0.977110895,1.183804987,0.596081773,4.24,0.162,0.458128079,0.530396328,0.238636364,0.410517218,0.006548857,0.275,1.491824698,0.733446956,0.367879441,0.018315639,2.718281828,1,54.59815003,148.4131591,0.551341985,1,1,1,1,0.786816674,0.325579047,1.030454534,0.316636769,0.894464557,1.665291195,2.691234472,0.853849782,0.835,0.316636769,0.594520548,1.309964451,0.67,1.786038431,0.387,22.87397954,0.472366553,8,-0.748,0.92023,51.24,28,41,10.94,17.98
377,U,Nb,-3,-11,-13,0.5,5.5,13.5,0,0,0.48335,0.7237,0.301865,-0.000346591,-0.796755392,0.007563532,2.761102486,-0.035714286,0.150454434,-0.063940305,-0.048079784,-0.001046207,-0.252525253,1.488414757,1.010579898,0.283204981,3.812635296,0.13,0.573070608,0.540423066,0.268,0.287091624,0.005928509,0.429,0.726149037,1.25,0.367879441,20.1,2.718281828,1,0.0498,2.26E-06,1,0.875202492,1,1.883816929,0.60653066,1.473145632,1.759095928,0.737,1.93,0.803635075,0.19013898,0.100258844,2.044186682,0.941764534,1.010050167,1.010050167,1.390968128,1.65,0.140858421,2.64,7.54,4.48168907,30,0.23,0.87395,-24.49,92,41,20.81,17.98
361,Th,Ce,1,13,14,0,6.5,15,0,0,0.375,0.87,0.542695,0.000439391,0.89968511,-0.001336995,0.403019878,0.047619048,0.021419009,0.1155255,0.070191159,0.002083333,-0.16194332,1.30454341,0.897745572,0.119054555,1.86,0.102,0.431547619,0.839160839,0.30952381,0.211512718,0.007291667,0.431848853,0.980198673,0.835,1,0.367879441,1,1,2.718281828,1202604.284,1,1,1,0.778800783,1.284025417,0.548811636,0.464,1.07,0.961,0.889309464,0.36421898,6.049647464,0.737860866,1.138828383,1.173510871,0.951229425,0.818730753,0.607,0.618783392,0.664,0.152590106,2.459603111,25,-0.0046,0.9445,-1.21,90,58,32.86,34.37
399,Zn,Ag,0,0,1,0.5,0,0.5,0,0,0.8712,0.352235,0.228345,-0.000634,2.433261529,-0.007000151,5.527664168,0.000506124,-0.110862262,-0.037957212,-0.40175769,-0.008888889,0.008210181,-0.450035902,0.955778717,0.716092158,5.715774462,0.146018594,0.398658137,0.814511942,0.224972163,0.476483763,0.015555556,0.233990148,1.25860001,1.323129812,0.367879441,1,2.718281828,1,1,2.718281828,1,0.927001588,1,1.078746803,1,6.715847285,0.162350127,1.506817785,1.284025417,0.801852984,1.896480879,7.84596981,1.50531172,1.051271096,1.993715533,0.786627861,0.690734331,0.990049834,1.640498239,1.25,4.953032424,0.860707976,5.5,-0.03179,0.80229,-10.19,30,47,15.24,17.06
381,V,Fe,-3,0,-3,0,0,5.5,1.05535,0,0.675,0.340448,0.649255,9.41E-05,4.630721885,0.012915658,-8.631410762,-0.031472359,0.062411016,-0.046577189,0.045320943,0.000691,-0.036363636,4.210520704,1.204301075,0.519962343,5.15,0.192,0.741593489,0.524626423,0.262041598,0.442728142,0.006797235,0.284848485,0.810584246,1.221402758,1,20.08553692,1,1,0.049787068,0.049787068,8.254017075,0.860707976,1,1.161834243,1,0.687685271,3.18,0.835270211,1.973877732,2.966284027,1.138828383,1.568312185,1.066092399,0.878095431,0.637628152,1.209249598,0.57694981,1.58,0.726149037,3.13,0.357006961,1.568312185,10,0.245,0.95686,-18.86,23,26,13.88,11.77
114,Cu,Ge,0,0,3,0.5,0,2.5,0,0.07145,0.8117,1.2342282,0.25873,8.90E-05,0.002037396,-0.040504394,2.280879388,-0.005822981,0.150829563,0.07463965,-0.026792692,0.00818,-0.061104088,0.81022422,1.124163193,0.774893276,4.176446737,0.159,0.447334713,0.714219244,0.220302795,0.56561086,0.014090909,0.207543194,0.886920437,1.11627807,2.718281828,1,0.367879441,54.59815003,1,20.08553692,1,1.053375743,1.15,0.822999241,1,0.996901211,1.19,0.960789439,1.105170918,0.868228804,1.127496852,2.559981418,0.549910358,1.105170918,0.571209064,1.309964451,2.484322533,1.13,0.618783392,0.543,1.433329415,4.263114515,11,0.117,0.6665,27.77,29,32,11.81,22.64
27,Al,Ti,8,0,3,0,0,6.5,0,0.16665,0.25,0.254185,0.108625,-0.000556073,10.92764369,-0.00358374,-2.675553599,-0.019742451,-0.209418026,-0.085470085,-0.088799684,-0.009206349,0.031746032,7.774197745,1.240740741,0.203675948,9.396443896,0.227,0.524999313,0.573695253,0.299726298,0.492305912,0.011269841,0.302,1.476980794,0.93239382,1,7.389056099,1,0.006737947,2980.957987,20.08553692,1,0.846,0.717,1.648721271,1,0.699569593,2.321770404,1.384030646,0.670320046,1.031413302,2.363160694,2.117000017,1.389577856,0.711770323,0.818730753,0.860707976,1.246076731,1.25,2.471931923,2.25,4.305959528,0.70468809,1,0.0679,0.79887,-15.06,13,22,16.6,17.65
54,Au,Ti,8,0,7,0.5,0,4.5,0,0,0.45,1.19,0.40263,-0.00023256,12.80485851,-0.00230504,6.59,0.116544847,0.01165705,0.026502352,-0.0563,-0.00333,0.079365079,6.835590336,0.831125828,0.850342749,4.763364701,0.149,0.447475971,0.688985272,0.231582649,0.381768374,0.008333333,0.278,1.27,0.367879441,2.718281828,0.000335,0.367879441,1,2980.957987,1096.633158,1,1.58,1,1.11,0.571209064,0.107198824,0.090954127,0.6,0.259,0.572879432,0.131335521,0.002198456,0.506,0.677056874,0.329558961,0.905,1.95,0.0983,0.923116346,0.698,2.829217014,0.349937749,12,-0.0495,0.88634,-7.76,79,22,16.96,17.65
395,Y,Gd,0,7,7,0,3.5,12.5,0,0,0.21665,0.222,0.42447,7.47E-05,4.041941083,-8.24E-05,-1.410004652,-0.010449321,-0.084381579,0,0.0127,0.000333,0.01754386,5.278299532,0.944591123,0.196498191,2.550735913,0.140699455,0.431836795,0.809155384,0.308254963,0.297945265,0.008166667,0.342105263,1.061836547,0.980198673,1,1,1,1,1,1096.633158,1,0.627068183,1,0.791915963,2.013752707,0.843664817,0.935195201,1.038731233,1.404947591,1.264453484,2.39,7.099327065,1.017145322,0.878095431,0.818730753,1,0.733446956,1.11627807,2.637944459,1,0.794533603,0.860707976,25,0,1.00376,0.65,39,64,33.01,33.1
254,Pb,Hg,0,0,-4,0,0,2,0,0.0357,0.37085,-0.0716395,0.78812,0.0026,-4.803311271,0.009727892,-0.900790757,-0.052744269,-0.06353114,0.148556876,0.999926476,0.004166667,0.052893907,0.401655636,0.751879699,1.016671665,1.412461126,0.0855,0.424722262,0.595987136,0.230038122,0.446703329,0.022916667,0.203,0.869358235,0.719,1,1,1,0.018315639,1,0.018315639,1,1.005515153,0.931,1.027881615,1.039250728,0.424551908,20.5,1,1.105170918,1.653046584,0.941764534,0.319819022,0.953133787,0.970445534,1.072508181,0.895834135,0.650509095,2.745601015,1.377127764,0.755783741,0.256660777,0.272531793,10,-0.09637,1.22706,-5.25,82,80,30.33,23.42
211,Mo,V,2,0,1,0.5,0,6.5,0,0,0.71665,0.63748,0.1357,0.000113,0.557009086,0.007861257,3.438333882,0.021367521,0.043875575,0.046577189,0.041696351,0.001451613,0.013175231,1.616655219,1.140044047,0.372669584,7.75,0.172,0.65302476,0.482957184,0.267094017,0.389584846,0.005725806,0.296442688,0.990049834,0.58860497,2.718281828,0.135335283,0.367879441,1,7.389056099,2.718281828,1,1.262760251,1,0.791915963,1,0.802807757,0.707,1.11,0.67,0.9415762,0.472366553,0.135335283,0.330879837,0.960789439,1.161834243,1.161834243,1.323129812,0.740818221,0.748263568,0.32,0.220909978,0.860707976,50,0.09388,1.00305,-10.64,42,23,15.58,13.88
405,Zn,Hg,0,0,0,0,0,0,0,0,0.60895,-0.55,0.689095,0.002824,-0.333333333,-0.02291825,-1.989876631,-0.021053113,-0.116977134,0.371669004,0.751796573,0.005,0,-1.833333333,0.944121668,0.948781441,1.957004063,0.128595143,0.435449365,0.682792692,0.214192544,0.473426326,0.0225,0.229885057,1.105170918,1.419067549,1,1,1,1,1,1,1,0.91411399,1,0.638457607,1.713434781,1.105170918,2.838568853,1.57,1.105170918,2.015102374,5.640653908,177.682811,0.805735302,1.161834243,1.197217363,0.802518798,1.051271096,1.584073985,1.698932309,0.346,0.506616992,1,4,0.34044,0.90789,39.52,30,80,15.24,23.42
368,Ti,Mn,-3,0,-3,0,0,6.5,0.00015,0,0.60715,-0.21223,0.133195,0.000143129,-15.23801959,0.025242858,-1.03126021,-0.021037868,0.062853551,-0.045092131,0.136280186,0.004444444,-0.03968254,5.619009796,1.117283951,0.39996403,7.54,0.199,0.673068491,0.513915244,0.279336138,0.419023675,0.008888889,0.297619048,0.810584246,1.010050167,1,20.08553692,1,1,0.049787068,0.049787068,1.000300045,0.807106217,1,1.238994297,1,0.56240109,1.832937736,0.826959134,1.915540829,1.018376813,1.138828383,1.506817785,0.634447968,0.886920437,0.57694981,1.323129812,1.197217363,1.309964451,0.698,1.93,0.145148198,1.568312185,13,0.49218,0.70586,-51.17,22,25,17.65,12.21
293,Pt,Nb,5,0,5,1,0,4.5,0,0,0.5875,1.52,0.349,-0.000126224,0.61947097,-0.010607813,3.216042326,0.071428571,-0.00805153,0.049452405,-0.0391,-0.000845,0.056116723,0.780301576,1.113310242,0.933741158,3.59,0.121,0.440035273,0.508085523,0.214,0.366344605,0.005827703,0.275,1.32,0.506616992,1,0.00674,1,1,148.4131591,148.4131591,1,1.171517597,1,1.52959042,0.558053747,0.298883923,0.11081978,0.923,0.202,0.731089055,0.289384218,0.017422375,0.3392561,0.733,0.225372656,0.811,1.13,0.201896518,1.061836547,0.292292578,5.640653908,0.472366553,22,-0.50312,0.89072,6.06,78,41,15.1,17.98
81,Co,Os,1,0,1,0,0,3.5,0.77425,0,0.52525,0.87003,0.40075,-0.000263131,-0.582165053,-0.018367631,-1.258819451,-0.028476507,-0.117691014,-0.028589281,-0.105391412,-0.002645503,0.01025641,1.218898448,1.282262042,1.190586366,2.65,0.138,0.820275881,0.560967945,0.218319886,0.436203998,0.006084656,0.261538462,1.197217363,1.377127764,1,0.367879441,1,1,2.718281828,2.718281828,0.212566585,0.876954649,1,0.603445228,1.889665823,1.515188722,2.22,0.98,1.35,1.210120571,5.584528464,114.4342017,9.640760543,1.105170918,1.185304851,0.835270211,1.138828383,1.8221188,1.877610579,2.64,43.81604174,0.860707976,25,-0.08041,0.97004,21.93,27,76,11.13,13.99
227,Ni,Fe,2,0,2,0,0,3,1.35305,0,0.775,0.655198,0.749,-2.65E-05,5.661696918,-0.006445911,-2.450213907,0.019032691,0.015218053,-0.006386984,0.008419635,-0.000549,0.019753086,3.695033187,1.269076305,0.79688546,2.063393161,0.18,0.603448276,0.583492107,0.236789073,0.466324623,0.007417582,0.256790123,1.083287068,0.923,1,0.135335283,1,1,7.389056099,7.389056099,4.550786158,1.051271096,1,0.951229425,1,0.366438711,1.02,0.923116346,0.763379494,2.432257893,0.923116346,0.755783741,0.837779785,0.67,0.175520401,0.895834135,0.913931185,0.712,0.93239382,1.209249598,0.852143789,0.740818221,58,0.00564,1.02773,10.57,28,26,10.94,11.77
112,Cu,Fe,4,0,3,0.5,0,2.5,1.05535,0,0.82955,0.694508,0.761,-0.000184321,5.716676125,0.000287762,-2.197720836,0.023091133,-0.016262429,-0.134285229,-0.052888091,-0.002857143,0.028571429,3.667543584,1.216117216,0.805552519,1.937146626,0.178,0.627112914,0.762364161,0.235,0.482064864,0.008571429,0.252380952,1,0.93239382,2.718281828,0.018315639,0.367879441,1,54.59815003,20.08553692,8.254017075,1.17,1,0.852911064,1,0.338732693,1.192461908,0.852143789,1.616074402,2.371517392,0.886920437,0.66365025,1.367521531,0.677,0.249075305,0.895834135,1.803988415,0.65704682,1.072508181,10.7,2.203396426,0.637628152,2.6,0.00916,1.04925,4.57,29,26,11.81,11.77
316,Rh,Ta,5,0,4,0.5,0,5,0,0,0.5234,0.732945,0.321,-0.000143076,2.221000388,-0.017096933,-1.083276771,0.010750863,-0.038402458,0.047460644,-0.050456253,-0.001616162,0.046620047,1.985475038,1.202513361,0.854284752,3.21,0.118,0.697343454,0.50898824,0.237933571,0.377624168,0.005252525,0.28,1.323129812,0.458,2.718281828,0.006737947,0.367879441,1,148.4131591,54.59815003,1,0.994216788,1,0.481427322,2.089239241,0.440480105,1.09,1.056540615,0.259240261,1.114348579,2.559981418,6.619368681,0.49460293,1.19,1.584073985,0.886920437,0.951229425,0.826959134,1.309964451,0.326,10.48556972,0.548811636,8,-0.60208,0.94693,23.85,45,73,13.77,18.01
298,Pt,Ru,2,0,2,1,0,3,0,0,0.625,1.59,0.384625,-0.000106277,0.485109667,0.00747,1.818354326,0.043650794,0.013506789,-0.014172828,-0.0229,-0.000845,0.019753086,0.713120925,1.141670991,1.089465647,2.886321376,0.114,0.541917887,0.515587211,0.200396825,0.377123765,0.005827703,0.256790123,1.11,0.923116346,1,0.135,1,1,7.389056099,7.389056099,1,1.08686782,1,1.648721271,0.558053747,0.340030486,0.202,0.887,0.779,0.784812848,0.323033256,0.036883167,1.52959042,0.650509095,0.142274072,0.98,1.06,0.333,0.909372934,1.63231622,2.459603111,0.740818221,60,-0.0176,1.0343,-7.05,78,44,15.1,13.57
223,Ni,Au,-2,0,-1,0.5,0,1.5,0.2977,0,0.6,1.732885,0.49263,0.000169,-0.431023649,-0.032445414,-1.820437811,-0.053962502,-0.082775747,0.071830769,0.037241966,0.002307692,-0.008818342,0.648672904,0.933535466,1.194066693,2.37828121,0.133,0.34364667,0.704258976,0.200291476,0.417327723,0.008846154,0.242504409,1.127496852,1.877610579,0.367879441,7.389056099,2.718281828,1,0.135335283,0.367879441,0.551341985,0.852143789,1,0.670320046,1.7506725,3.162775611,3.836267927,1.97,0.951229425,1.458020946,5.929856419,186.7928035,0.879853379,1.185304851,1.02020134,0.718923733,0.565525439,3.94,1.616074402,0.225,0.532591801,1.161834243,15,-0.0521,1.0553,63.6,28,79,10.94,16.96
88,Co,Sn,-3,0,1,0,0,3.5,0.77425,0.07145,0.74605,0.887165,0.30645,0.001414274,-0.610757005,-0.053680894,-0.022574691,0,0.036865389,0.339748625,0.090680905,0.012592593,-0.079419106,1.204602472,1.235321031,0.657476136,3.26,0.14455079,0.655987796,0.556655121,0.23255814,0.513482199,0.013703704,0.216700703,1.138828383,1.083287068,1,20.08553692,1,54.59815003,0.049787068,2.718281828,0.212566585,0.923762754,1.15,0.938474119,1,1.568014234,0.744,1.040810774,0.386741023,1.002122249,2.386910854,33.78442846,0.447535238,2.013752707,3.189933276,1.02020134,1.173510871,1,0.869358235,0.0314,0.286504797,5.754602676,3,-6.25,0.68076,69.12,27,50,11.13,27.65
200,Mo,Cr,0,0,0,1,0,6,0,0,0.8333,0.71157,0.127815,0.000113,0.141489476,0.019148481,5.100775396,0.012406948,0.042189007,0.012870013,0.097274873,0.003333333,0.00865239,1.408895414,1.177122282,0.44255431,8.58,0.169,0.718405603,0.507731959,0.26261373,0.388741562,0.006666667,0.294181268,0.860707976,0.607,1,1,1,1,1,1,1,1,1,1,1,0.931033518,0.721855716,1.04,1,0.926844011,0.496585304,0.157237166,0.438673447,0.941764534,0.878095431,1.296930087,1.061836547,0.835,0.755783741,0.691,0.065874754,0.904837418,30,0,1.06632,-17.87,42,24,15.58,12
299,Pt,Si,-1,0,2,0.5,0,3,0,0.25,0.1875,1.76,0.289,0.000102908,0.249106268,-0.016275116,11.77990628,0.031072177,0.333854982,0.118553024,0.0447,0.0104,-0.005949725,0.595119225,1.45784082,0.894597876,7.867097351,0.163,0.416101092,0.514,0.194107517,0.537297861,0.011458333,0.243938718,0.779,0.683861409,2.718281828,0.000123,0.367879441,54.59815003,0.367879441,7.389056099,1,1.58,1.65,0.687289279,0.558053747,0.479228002,0.446,0.67,0.386741023,0.648502124,0.05819243,0.001564796,0.166127452,0.923,0.264477261,1.35,1.07,0.436,0.2780373,0.104,0.298197279,1.105170918,1,-1.03,0.64443,-14.56,78,14,15.1,20.02
3,Ag,Au,0,0,0,1,0,1,0,0,0.65455,1.80654,0.39955,-6.20E-05,-0.333433783,0.000345617,-7.011544242,-0.051915,-0.045112782,-0.138427464,-0.076515859,-0.00111,0,0.599877971,0.718722727,1.059419672,4.973834425,0.108,0.34364667,0.887457787,0.199,0.398496241,0.010555556,0.238095238,0.913931185,1.840431399,1,1,1,1,1,1,1,0.950373703,1,0.601036268,1.7506725,2.729558843,5.2,1.246076731,2.23,1.756353878,2.886370989,18.35679857,2.0647311,1,1.02020134,1,1.127496852,3.78,1.329762028,3.857425531,2.363160694,1,34,0.0219,0.98799,-1.78,47,79,17.06,16.96
236,Ni,Pt,-1,0,0,0.5,0,2,0.2977,0,0.5875,1.64113,0.404935,-8.88E-05,-0.393618637,-0.025182513,-1.311355902,-0.048701299,-0.088345226,-0.0092622,-0.053992349,-0.00144,0,0.66737541,1.134324532,1.251736168,2.632822164,0.134,0.326734781,0.545871014,0.202922078,0.414542983,0.006971154,0.24691358,1.127496852,1.45,0.367879441,2.718281828,2.718281828,1,0.367879441,1,0.551341985,0.853593665,1,0.653769785,1.791942093,2.632515887,2.94,1.12,1.57,1.223468674,5.754602676,154.470015,2.516829564,1.138828383,1.404947591,0.733446956,1.161834243,3.32,1.68202765,1.32,4.055199967,1,25,-0.0511,1.05546,45.68,28,78,10.94,15.1
402,Zn,Cd,0,0,0,0,0,0,0,0,0.8333,-0.65,0.4606,0.00023921,0.238095238,-0.019277595,-1.235027331,0.006227781,-0.080447625,0.088777601,0.121328225,0.004390244,0,-1.547619048,1.026897415,0.671736521,2.334428713,0.144802155,0.434577677,0.704365079,0.227832992,0.491691081,0.022195122,0.229885057,1.246076731,1.040810774,1,1,1,1,1,1,1,1,1,1,1,0.904837418,0.670051972,1.23367806,0.951229425,1.275935966,1.973877732,9.207330866,0.877217774,1.150273799,1.209249598,0.818730753,0.960789439,0.886920437,1.397940385,0.677056874,0.826959134,1,1.2,-0.03749,1.05388,49.23,30,48,15.24,21.58
327,Ru,Tc,2,0,1,0.5,0,4.5,0,0,0.79465,0.79819,0.204125,2.79E-05,0.86250606,-0.003333845,3.111532819,0.033532253,-0.006518669,0.389354051,-0.002382551,-0.000277,0.011111111,1.386928788,1.246698773,0.541021127,5.351264948,0.136,0.75796727,0.483164905,0.238988349,0.380617825,0.005266805,0.272222222,1.010050167,0.740818221,2.718281828,0.135335283,0.367879441,1,7.389056099,2.718281828,1,1.174332616,1,0.851547497,1,0.60873028,0.923,0.965605416,0.904837418,0.888083064,0.960789439,0.802518798,0.788202691,1.030454534,1.061836547,0.941764534,1.23367806,0.554327285,1.04602786,0.013299884,1.11627807,0.860707976,25,-0.06349,0.99734,4.46,44,43,13.57,14.213
276,Pd,Ru,3,0,4,0.5,0,2,0,0,0.9375,0.80426,0.269945,-0.000163,-0.823240526,0.005757185,0.177815303,-0.002496879,-0.024286106,-0.051460138,-0.108701456,-0.002002002,0.019753086,1.367296021,1.294687604,0.634441783,3.706590887,0.131,0.543846899,0.494191722,0.223470662,0.396020212,0.006406406,0.256790123,1.072508181,1,2.718281828,0.049787068,2.718281828,1,20.08553692,54.59815003,1,1.133148453,1,0.882496903,1,1.622941105,0.377,1.094174284,0.951229425,0.98713349,0.93239382,0.677056874,4.055199967,0.66365025,0.148080387,1.072508181,0.895834135,1.05,1.167657961,4.35,17.28778184,0.740818221,10,-0.00933,0.99504,-8.27,46,44,14.72,13.57
65,Cd,Ag,0,0,1,0.5,0,0.5,0,0,0.8712,0.302235,0.350185,-0.000873116,2.195166291,0.012277444,6.762691499,-0.005721657,-0.030414637,-0.126734813,-0.523085915,-0.013279133,0.008210181,-0.330988283,0.846312496,0.600427103,5.1,0.123,0.380747126,0.824432577,0.228086054,0.43625995,0.017750678,0.233990148,1.010050167,1.27124915,0.367879441,1,2.718281828,1,1,2.718281828,1,0.927001588,1,1.078746803,1,7.42215911,0.242294827,1.221402758,1.349858808,0.628442967,0.960789439,0.852143789,1.716006862,0.913931185,1.648721271,0.960789439,0.718923733,1.11627807,1.17,1.84,5.989452466,0.860707976,6,0.28884,0.82917,-34.45,48,47,21.58,17.06
245,Os,Mo,1,0,2,0.5,0,5,0,0,0.553,0.913,0.330955,4.28E-05,0.410334754,-0.007294776,4.015681082,0.052328624,-0.009711432,0.022202297,0.0242,0.000238,0.023188406,1.132983299,1.251760288,0.978829097,4.023522547,0.12,0.724145143,0.528002229,0.230245945,0.372502775,0.004880952,0.27826087,1.11,0.961,0.367879441,0.368,2.718281828,1,2.718281828,7.389056099,1,1.078746803,1,1.751723219,0.529194098,0.718564361,0.26033917,1.06,0.472,0.718700902,0.319819022,0.035436958,0.233400364,1.094174284,1.161834243,0.803,1.09,0.368,1.072508181,0.458,0.259240261,0.740818221,40,-0.0742,0.98981,10.23,76,42,13.99,15.58
317,Rh,W,4,0,3,0.5,0,4.5,0,0,0.54445,0.979575,0.292,-0.000176,0.350125001,-0.009530159,-0.604064926,-0.005285412,-0.031194684,-0.014852174,-0.061553493,-0.002060606,-0.026525199,1.050037345,1.246118012,0.957712212,3.448764582,0.116,0.73655914,0.53058589,0.229915433,0.381228055,0.005030303,0.243147657,1.221402758,1.08,2.718281828,0.018315639,0.367879441,1,54.59815003,20.08553692,1,0.988961378,1,0.502128106,2.013752707,0.721350593,1.5,0.995012479,0.548811636,1.052512328,2.637944459,9.115716393,1.69553784,1.15,1.296930087,0.951229425,0.818730753,1.11,1.239861897,1.62,23.33606458,1.568312185,14,0.0503,0.95217,9.6,45,74,13.77,15.85
